NL Statement,Logic Expression
"If the external temperature is below freezing and the wind speed exceeds 40 km/h, the heating system shall activate unless the indoor temperature is already above the desired level of 22°C.",(External temperature < 0°C and Wind speed > 40 km/h and Indoor temperature <=  22°C)-->(Heating system activates)
The security gate shall remain closed unless either the facial recognition system successfully identifies the person or a valid access card is presented.,(not(Facial recognition system identifies person or Valid access card presented))-->(Security gate remains closed)
"During a network outage, data transmission shall be rerouted through the backup communication channel only if both the primary server is unreachable and the data integrity check on the backup server is successful.",(Network outage and Primary server unreachable and Data integrity check on backup server successful)-->(Reroute data transmission through backup channel)
"The navigation system shall provide directions if and only if the GPS signal is strong, the destination is set, and either the traffic conditions are favorable or the user selects the fastest route option.",(GPS signal strong and Destination set and Favorable traffic conditions or User selects fastest route option)-->(Navigation system provides directions)
"If the security camera detects an intruder and the facial recognition system fails to identify the person, an alert shall be issued only if the person's location is within a restricted area.",(Security camera detects intruder and Facial recognition system fails to identify person and Person's location within restricted area)-->(Issue alert)
The vehicle's autonomous mode shall engage if and only if both the weather conditions are clear and the lidar sensor detects no obstacles within a 20-meter radius.,(Clear weather conditions and Lidar sensor detects no obstacles within 20-meter radius)-->(Vehicle's autonomous mode engages)
"If the temperature in the server room rises above 35 degrees Celsius and the humidity level is below 40%, the emergency cooling system shall activate unless the fire suppression system is already engaged.  ",(Temperature in server room > 35°C and Humidity level < 40%)-->(Emergency cooling system activates unless fire suppression system engaged)
"During a cybersecurity incident or if the firewall detects malicious activity, the network administrator shall be alerted only if the intrusion detection system is operational and the incident severity is critical.  ",(Cybersecurity incident or Firewall detects malicious activity)-->(Intrusion detection system operational and Incident severity is critical)-->(Alert network administrator)
The drone's return-to-home feature shall be initiated if and only if both the battery level drops below 20% and the GPS signal becomes unreliable due to weather conditions.  ,(Battery level < 20% and Unreliable GPS signal due to weather conditions)-->(Drone's return-to-home initiated)
"If the biometric access control system fails and the access log indicates multiple unsuccessful attempts, the system shall enter lockdown mode unless the administrator manually intervenes.  ",(Biometric access control system fails and Access log indicates multiple unsuccessful attempts)-->(not(Administrator manually intervenes))-->(System enters lockdown mode)
"Unless the tire pressure monitoring system indicates a puncture or the vehicle is stationary, the tire repair mechanism shall remain inactive.",(not(Tire pressure monitoring system indicates puncture or Vehicle stationary))-->(Tire repair mechanism remains inactive)
"If the biometric authentication is successful and either the facial recognition system identifies the user or the voice recognition system confirms the user's identity, access shall be granted.",(Biometric authentication successful and Facial recognition system identifies user or Voice recognition system confirms user's identity)-->(Access granted)
"Unless the user explicitly enables data sharing and the privacy settings permit, the personal information collected by the smart home devices shall not be transmitted to external servers.  ",(not(User explicitly enables data sharing and Privacy settings permit)-->(Smart home devices do not transmit personal information to external servers)
The music playback shall continue if and only if both the song duration is less than 5 minutes and the user has not activated the pause command. ,(Song duration < 5 minutes and Pause command not activated)-->(Music playback continues)
"If the user sets the security system to ""away"" mode and the occupancy sensors detect movement, the security cameras shall record footage unless the user deactivates the recording feature.  ","(User sets security system to ""away"" mode and Occupancy sensors detect movement)-->(User deactivates recording feature)-->(Security cameras record footage)"
"Unless the face mask detection system indicates that all individuals within the enclosed space are wearing masks, the automated door system shall not allow entry unless overridden by security personnel.  ",(not(Face mask detection system indicates all individuals wearing masks))-->(Automated door system allows entry unless overridden by security personnel)
The digital signage display shall show promotional content if and only if both the time is within 9 am to 5 pm and the foot traffic in the vicinity exceeds 100 people.  ,(Time within 9 am to 5 pm and Foot traffic in vicinity > 100)-->(Digital signage display shows promotional content)
"If the weather conditions permit, the solar panels shall tilt towards the sun only if the battery charge is below 80% and the power demand in the system is high. ",(Weather conditions permit and Battery charge < 80% and Power demand in system is high)-->(Solar panels tilt towards the sun)
The satellite communication system shall switch to the backup antenna if and only if both the primary antenna fails and the communication link quality falls below 30%.  ,(Primary antenna fails and Communication link quality < 30%l)-->(Satellite communication system switches to backup antenna)
"If the facial recognition system identifies a person in the secure facility and the access card matches the database entry, the security gate shall open unless the person's authorization level is insufficient. ",(Facial recognition system identifies person in secure facility and Access card matches database entry and Person's authorization level is sufficient)-->(Security gate opens)
"If the user sets the thermostat to ""cool"" mode and the temperature exceeds 30 degree Celsius, the air conditioning system shall activate unless the user deactivates the system.","(User sets thermostat to ""cool"" mode and Temperature > 30 degree Celsius)-->(User deactivates system)-->(Air conditioning system activates)"
The autonomous vacuum cleaner shall continue cleaning if and only if both the battery level is above 30% and the dustbin is not full. ,(Battery level > 30% and Dustbin not full)-->(Autonomous vacuum cleaner continues cleaning)
"Unless both the motion sensor detects movement and the security camera footage indicates an unauthorized presence, the alarm system shall not issue an alert.  ",(not(Motion sensor detects movement and Security camera footage indicates unauthorized presence)-->(Alarm system does not issue alert)
The automated coffee machine shall brew coffee if and only if both the water reservoir is filled and the user selects a brewing option.,(Water reservoir filled and User selects brewing option)-->(Automated coffee machine brews coffee)
The self-driving car shall continue driving if and only if both the road conditions permit and the traffic light signals are green. ,(Road conditions permit and Traffic light signals are green)-->(Self-driving car continues driving)
"Unless the weather conditions allow for safe flight and the wind speed is within the specified range, the drone shall not take off unless manually overridden by the user.  ",(not(Weather conditions allow for safe flight and Wind speed within specified range)-->(Drone does not take off unless manually overridden by user)
"If the user enables the ""away"" mode on the security system and the motion sensors detect movement, the security cameras shall record footage unless the user deactivates the recording feature. ","(User enables ""away"" mode on security system and Motion sensors detect movement)-->(User deactivates recording feature)-->(Security cameras record footage)"
The smart thermostat shall adjust the temperature if and only if both the user's location is within the geofence boundary and the outdoor temperature deviates from the indoor temperature by more than 5 degrees Celsius. ,(User's location within geofence boundary and Outdoor temperature deviates from indoor temperature by more than 5 degrees Celsius)-->(Smart thermostat adjusts temperature)
"At any time, if the altitude is above 10,000 feet and the speed is below 400 knots, deploy flaps.","(At any time Altitude > 10,000 feet and Speed < 400 knots)-->(Deploy flaps)"
"From the next instance, if the fuel level drops below 20% or the engine temperature exceeds 800 degrees Celsius, initiate emergency landing.",(Fuel level < 20% or Engine temperature > 800°C)-->(from the next instance Initiate emergency landing)
"Always, if the radar detects an incoming threat and the missile system is operational, engage defensive maneuvers.",(Radar detects incoming threat and Missile system operational)-->(Always Engage defensive maneuvers)
"From the next instance, if the oxygen level in the cockpit falls below 15% and the pilot is not wearing an oxygen mask, issue a warning.",(Oxygen level in cockpit < 15% and not (Pilot wearing oxygen mask))-->(from the next instance Issue warning)
"At any time, if the aircraft is in a combat situation and the G-force exceeds 7, activate the ejection system.",(At any time Aircraft in combat and G-force exceeds 7)-->(Activate ejection system)
"Always, if the temperature in the engine compartment surpasses 900 degrees Celsius, initiate cooling procedures.",(Temperature in engine compartment > 900°C)-->(Always Initiate cooling procedures)
"From the next instance, if the electronic warfare system detects enemy radar signals and the ECM is not jamming, engage electronic countermeasures.",(EW system detects enemy radar signals and not (ECM jamming))-->(Always Engage electronic countermeasures)
"At any time, if the missile lock is achieved and the target is within the firing range, launch missiles.",(At any time Missile lock achieved and Target within firing range)-->(Launch missiles)
"From the next instance, if the jet's communication system fails and the backup is available, switch to the backup communication system.",(Communication system fails and Backup available)-->(from the next instance Switch to backup communication system)
"From the next instance, if the ammunition count drops below 30% and the enemy is still in range, request air-to-air refueling.",(Ammunition count < 30% and Enemy still in range)-->(from the next instance Request air-to-air refueling)
"From the next instance, if the jet is in a dogfight and the enemy deploys flares, initiate countermeasure dispensing.",(Jet in dogfight and Enemy deploys flares)-->(from the next instance Initiate countermeasure dispensing)
"Always, if the jet is performing aerobatic maneuvers and the G-force exceeds 5, activate the G-suit inflation system",(Jet performing aerobatic maneuvers and G-force exceeds 5)-->(Always Activate G-suit inflation system)
"From the next instance, if the jet is flying in formation and the distance to the lead aircraft becomes too close, execute evasive maneuvers",(Jet flying in formation and Distance to lead aircraft too close)-->(from the next instance Execute evasive maneuvers)
"Always, if the jet is in afterburner mode and the fuel consumption rate exceeds 50 liters per minute, provide a fuel consumption warning.",(Always Jet in afterburner mode and Fuel consumption rate > 50 liters per minute)-->(Provide fuel consumption warning)
"From the next instance, if the jet is on a reconnaissance mission and the camera system fails, switch to the backup camera system.",(Jet on reconnaissance mission and Camera system fails)-->(from the next instance Switch to backup camera system)
"At any time, if the jet is within the enemy's radar coverage and the electronic countermeasure system is offline, perform a radar-evasive maneuver.",(At any time Jet within enemy’s radar coverage and not (ECM system online))-->(Perform radar-evasive maneuver)
"Always, if the jet is approaching a target and the target's anti-aircraft systems are active, activate the anti-radiation missile system. ",(Jet approaching target and Target’s anti-aircraft systems active)-->(Always Activate anti-radiation missile system)
"From the next instance, if the jet is conducting a bombing run and the bomb release mechanism malfunctions, abort the bombing run.",(Jet conducting bombing run and Bomb release mechanism malfunctions)-->(from the next instance Abort bombing run)
"Always, if the jet is in a low-visibility condition and the terrain-following radar is unavailable, switch to manual control.",(Jet in low-visibility condition and not(TFR available))-->(always Switch to manual control)
"From the next instance, if the jet is on a long-duration patrol and the oxygen supply is below 30%, request aerial refueling.",(Jet on long-duration patrol and Oxygen supply < 30%)-->(from the next instance Request aerial refueling)
"At any time, if the jet is on a reconnaissance mission and the GPS navigation system fails, switch to inertial navigation.",(At any time Jet on reconnaissance mission and GPS navigation system fails)-->(Switch to inertial navigation)
"Always, if the jet is in a supersonic flight and the airframe temperature exceeds 100 degrees Celsius, activate the thermal protection system.",(Jet in supersonic flight and Airframe temperature > 100°C)-->(Always Activate thermal protection system)
"From the next instance, if the jet is in a low-fuel state and the nearest airfield is within 50 nautical miles, divert to the nearest airfield.",(Jet in low-fuel state and Nearest airfield within 50 nautical miles)-->(from the next instance Divert to nearest airfield)
"At any time, if the jet is on a close air support mission and the friendly forces report no enemy presence, request mission update.",(At any time Jet on close air support mission and not (Friendly forces report enemy presence))-->(Request mission update)
"Always, if the jet is in a high-electromagnetic interference zone and the avionics malfunction, switch to backup avionics.",(Jet in high-EMI zone and Avionics malfunction)-->(Always Switch to backup avionics)
"From the next instance, if the jet is on a reconnaissance mission and the weather radar detects a thunderstorm ahead, adjust flight path.",(Jet on reconnaissance mission and Weather radar detects thunderstorm)-->(from the next instance Adjust flight path)
"At any time, if the jet is executing a high-speed turn and the angle of attack exceeds 20 degrees, activate the high-angle-of-attack protection system.",(At any time Jet executing high-speed turn and Angle of attack > 20 degrees)-->(Activate high-AOA protection system)
"Always, if the jet is on a night mission and the night vision system malfunctions, switch to alternative night vision mode.",(Jet on night mission and Night vision system malfunctions)-->(always Switch to alternative night vision mode)
"From the next instance, if the jet is on a low-level flight and the terrain-following radar becomes unreliable, ascend to a safer altitude.",(Jet on low-level flight and TFR becomes unreliable)-->(from the next instance Ascend to safer altitude)
"At any time, if the jet is in a high-temperature environment and the engine oil temperature exceeds 120 degrees Celsius, reduce throttle.",(At any time Jet in high-temperature environment and Engine oil temperature > 120°C)-->(Reduce throttle)
"Always, if the jet is on a reconnaissance mission and the electro-optical sensor fails, switch to infrared imaging.",(Jet on reconnaissance mission and Electro-optical sensor fails)-->(always Switch to infrared imaging)
"At any time, if the jet is in a heavy rain environment and the weather radar detects thunderstorms, request weather update",(At any time Jet in heavy rain environment and Weather radar detects thunderstorms)-->(Request weather update)
"Always, if the jet is on a maritime patrol mission and the sonar detects submarine activity, initiate anti-submarine warfare procedures.",(Jet on maritime patrol mission and Sonar detects submarine activity)-->(Always Initiate ASW procedures)
"From the next instance, if the jet is on a combat air patrol and the radar detects unknown aircraft, intercept and identify the unknowns.",(Jet on combat air patrol and Radar detects unknown aircraft)-->(from the next instance Intercept and identify unknowns)
"At any time, if the jet is in a sandy environment and the sand filter clogs, engage backup air intake.",(At any time Jet in sandy environment and Sand filter clogs)-->(Engage backup air intake)
"Always, if the jet is on a long-endurance mission and the autopilot system malfunctions, switch to manual flight.",(Jet on long-endurance mission and Autopilot system malfunctions)-->(always Switch to manual flight)
"From the next instance, if the jet is in a low-oxygen environment and the oxygen generator fails, deploy emergency oxygen masks.",(Jet in low-oxygen environment and Oxygen generator fails)-->(from the net instance Deploy emergency oxygen masks)
"At any time, if the jet is on a low-level ingress and the terrain-following radar is inactive, execute pre-planned terrain-avoidance maneuvers.",(At any time Jet on low-level ingress and not(TFR active))-->(Execute pre-planned terrain-avoidance maneuvers)
"Always, if the jet is on a reconnaissance mission and the lidar system malfunctions, switch to radar-based terrain mapping.",(Jet on reconnaissance mission and Lidar system malfunctions)-->(always Switch to radar-based terrain mapping)
"From the next instance, if the jet is flying at an altitude above 30,000 feet and the cabin pressure drops below the safety threshold of 10 psi, initiate emergency descent.","(Jet flying >30,000 feet and Cabin pressure < 10 psi)-->(from the next instance Initiate emergency descent)"
"At any time, if the jet is on a low-observable mission and the stealth coating is compromised, execute evasive maneuvers and exit the mission area.",(At any time Jet on low-observable mission and Stealth coating compromised)-->(Execute evasive maneuvers and exit mission area)
"Always, if the jet is on a strike mission and the target coordinates are updated by command, adjust flight path and target alignment.",(Jet on strike mission and Target coordinates updated by command)-->(always Adjust flight path and target alignment)
"From the next instance, if the jet is in a severe icing condition and the anti-icing system fails, exit the icing condition and switch to manual control.",(Jet in severe icing condition and Anti-icing system fails)-->(from the next instance Exit icing condition and switch to manual control)
"Always, if the paper tray is empty, display an ""Out of Paper"" warning.","(Paper tray empty)-->(always Display ""Out of Paper"" warning)"
"From the next instance, if the ink level is below 20% or the print head is clogged, initiate a maintenance cycle.",(Ink level < 20% or Print head clogged)-->(from the next instance Initiate maintenance cycle)
"At any time, if the printer is in sleep mode and a print job is received, wake up the printer.",(At any time Printer in sleep mode and Print job received)-->(Wake up printer)
"Always, if the scanner detects a paper jam and the document feeder is active, stop scanning and display a jam alert.",(Scanner detects paper jam and Document feeder active)-->(always Stop scanning and display jam alert)
"From the next instance, if the toner level is critically low and a print job is initiated, prompt the user to replace the toner cartridge.",(Toner level critically low and Print job initiated)-->(from the next instance Prompt user to replace toner cartridge)
"At any time, if the printer is offline and the network connection is restored, automatically reconnect to the network.",(At any time Printer offline and Network connection restored)-->(Automatically reconnect to network)
"Always, if the printer is in manual feed mode and the manual feed tray is empty, display a ""Load Paper"" message.","(Printer in manual feed mode and Manual feed tray empty)-->(always Display ""Load Paper"" message)"
"From the next instance, if the print quality is poor and the cleaning cycle is due, initiate a print head cleaning.",(Print quality poor and Cleaning cycle due)-->(from the next instance Initiate print head cleaning)
"At any time, if the USB drive is inserted and a print command is given, print the documents stored on the USB drive.",(At any time USB drive inserted and Print command given)-->(Print documents from USB drive)
"Always, if the printer is in power-saving mode and a remote print request is received, exit power-saving mode.",(Printer in power-saving mode and Remote print request received)-->(Always Exit power-saving mode)
"From the next instance, if the paper is misaligned in the tray and a print job is initiated, stop the printing process and notify the user.",(Paper misaligned in tray and Print job initiated)-->(from the next instance Stop printing and notify user)
"Always, if the printer is in standby mode and no print activity is detected for 30 minutes, switch to sleep mode.",(Printer in standby mode and not(Print activity detected for 30 minutes))-->(always Switch to sleep mode)
"From the next instance, if the tray is overloaded with paper and a print job is received, prompt the user to reduce the paper load.",(Tray overloaded with paper and Print job received)-->(from the next instance Prompt user to reduce paper load)
"At any time, if the printer encounters a communication error with the computer and a print job is pending, display a communication error message.",(At any time Communication error with computer and Print job pending)-->(Display communication error message)
"Always, if the printer is low on memory and a large print job is sent, notify the user to reduce the print job size.",(Printer low on memory and Large print job sent)-->(always Notify user to reduce print job size)
"From the next instance, if the maintenance kit is expired and a print job is initiated, display a ""Replace Maintenance Kit"" warning.","(Maintenance kit expired and Print job initiated)-->(from the next instance Display ""Replace Maintenance Kit"" warning)"
"At any time, if the printer detects a low level of paper in the input tray and a print job is in progress, pause printing and request paper refill.",(At any time Low paper level in input tray and Print job in progress)-->(Pause printing and request paper refill)
"Always, if the printer is in duplex mode and the duplex unit malfunctions, switch to simplex mode to avoid print errors.",(Printer in duplex mode and Duplex unit malfunctions)-->(always Switch to simplex mode)
"From the next instance, if the ink cartridges are not recognized and a print job is attempted, display an ""Ink Cartridge Error"" message.","(Ink cartridges not recognized and Print job attempted)-->(from the next instance Display ""Ink Cartridge Error"" message)"
"Always, if the printer is in standby mode and the automatic power-off timer expires, power off the printer.",(Printer in standby mode and Automatic power-off timer expires)-->(always Power off printer)
"From the next instance, if the toner is leaking and a print job is initiated, abort the printing process and prompt toner replacement.",(Toner leaking and Print job initiated)-->(from the next instance Abort printing and prompt toner replacement)
"Always, if the printer is in color printing mode and one of the color cartridges is empty, switch to grayscale printing mode.",(Always Printer in color printing mode and One color cartridge empty)-->(Switch to grayscale printing mode)
"At any time, if the battery level drops below 15% during a cleaning session, automatically return to the charging station for recharging.",(At any time Battery level < 15% during cleaning)-->(Return to charging station)
"From the next instance, if the dustbin reaches 80% capacity and the vacuum cleaner is actively cleaning, pause cleaning and prompt the user to empty the dustbin.",(Dustbin reaches 80% capacity and Vacuum cleaner actively cleaning)-->(from the next instance Pause cleaning and prompt to empty dustbin)
"Always, if the brush roller speed is below 500 RPM (Revolutions Per Minute) and the vacuum cleaner is in operation, increase the brush roller speed.",(Brush roller speed < 500 RPM and Vacuum cleaner in operation)-->(always Increase brush roller speed)
"From the next instance, if the HEPA filter differential pressure exceeds 15 Pa (Pascals) and the vacuum cleaner is running, display a ""Replace HEPA Filter"" warning.","(HEPA filter differential pressure > 15 Pa and Vacuum cleaner running)-->(from the next instance Display ""Replace HEPA Filter"" warning)"
"At any time, if the dirt sensor registers a dirt level above 70% during automatic mode, activate the ""Max Suction"" mode for deep cleaning.","(At any time Dirt level > 70% during automatic mode)-->(Activate ""Max Suction"" mode)"
"Always, if the vacuum cleaner is in ""Turbo"" mode and the battery drops below 25%, switch to ""Eco"" mode to conserve energy.","(Vacuum cleaner in ""Turbo"" mode and Battery < 25%)-->(always Switch to ""Eco"" mode)"
"From the next instance, if the water tank is less than 30% full during mopping, pause mopping and notify the user to refill the water tank.",(Water tank < 30% full during mopping)-->(from the next instance Pause mopping and notify user)
"Always, if the vacuum cleaner is in ""Quiet"" mode and the noise level exceeds 65 dB (Decibels), switch to ""Silent"" mode for reduced noise.","(Vacuum cleaner in ""Quiet"" mode and Noise level > 65 dB)-->(always Switch to ""Silent"" mode)"
"From the next instance, if the vacuum cleaner detects a carpeted surface during ""Auto-Adjust"" mode, increase suction power to effectively clean carpets.","(Vacuum cleaner detects carpeted surface during ""Auto-Adjust"" mode)-->(from the next instance Increase suction power)"
"At any time, if the cliff sensors identify a drop-off greater than 2 inches while in ""Spot Cleaning"" mode, stop and change cleaning direction.","(At any time Cliff sensors identify drop-off > 2 inches during ""Spot Cleaning"" mode)-->(Stop and change cleaning direction)"
"Always, if the dust level sensor indicates a low dust concentration (below 20%) during ""Deep Clean"" mode, reduce cleaning time to conserve energy.","(Dust level < 20% during ""Deep Clean"" mode)-->(always Reduce cleaning time)"
"From the next instance, if the vacuum cleaner battery temperature exceeds 40°C (Celsius) during charging, automatically pause charging to prevent overheating.",(Battery temperature > 40°C during charging)-->(from the next instance Pause charging)
"At any time, if the vacuum cleaner is in ""Long Run"" mode and the remaining battery charge is above 50%, maintain current cleaning parameters for efficient operation.","(At any time Vacuum cleaner in ""Long Run"" mode and Battery charge > 50%)-->(Maintain current cleaning parameters)"
"Always, if the vacuum cleaner is in ""Auto-Empty"" mode and the dustbin is 90% full, initiate the automatic dustbin emptying process.","(Vacuum cleaner in ""Auto-Empty"" mode and Dustbin is 90% full)-->(Always Initiate automatic dustbin emptying)"
"From the next instance, if the vacuum cleaner battery voltage drops below 18V (Volts) during ""Quick Clean"" mode, return to the charging station for a full charge.","(Battery voltage < 18V during ""Quick Clean"" mode)-->(from the next instance Return to charging station)"
"At any time, if the vacuum cleaner is in ""Pet Hair"" mode and the pet hair sensor detects a significant amount of pet hair (above 80%), extend cleaning time for thorough removal.","(At any time Vacuum cleaner in ""Pet Hair"" mode and Pet hair sensor detects amount > 80%)-->(Extend cleaning time)"
"Always, if the vacuum cleaner is in ""Eco"" mode and the dirt level is above 30%, switch to ""Standard"" mode for improved cleaning efficiency.","(Vacuum cleaner in ""Eco"" mode and Dirt level > 30%)-->(Always Switch to ""Standard"" mode)"
"From the next instance, if the vacuum cleaner is in ""Manual"" mode and the user sets the ""Quiet Clean"" option, reduce noise levels to 55 dB for a quieter operation.","(Vacuum cleaner in ""Manual"" mode and User sets ""Quiet Clean"" option)-->(from the next instance Reduce noise levels to 55 dB)"
"At any time, if the vacuum cleaner battery charge is below 10% during ""Deep Clean"" mode, automatically return to the charging station to avoid sudden shutdown.","(At any time Battery charge < 10% during ""Deep Clean"" mode)-->(Return to charging station)"
"Always, if the vacuum cleaner is in ""Auto-Adjust"" mode and the brush roller speed is above 700 RPM, maintain the current speed for efficient cleaning.","(Vacuum cleaner in ""Auto-Adjust"" mode and Brush roller speed > 700 RPM)-->(Always Maintain current speed)"
"From the next instance, if the vacuum cleaner battery temperature is below 0°C during ""Quick Clean"" mode, activate the battery warming system to prevent performance issues.","(Battery temperature < 0°C during ""Quick Clean"" mode)-->(from the next instance Activate battery warming system)"
"If the water level is below the minimum threshold of 2 gallons and the power is on, start filling the washing machine.",(Water level < 2 gallons and Power on)-->(Start filling)
"Always, if the door is open and the machine is running, pause the washing cycle.",(Door open and Machine running)-->(Always Pause washing cycle)
"From the next instance, if the detergent dispenser is empty and a wash cycle is initiated, display a ""Refill Detergent"" message.","(Detergent dispenser empty and Wash cycle initiated)-->(from the next instance Display ""Refill Detergent"" message)"
"Always, if the spin speed is set to ""High"" and the door is not securely closed, prevent the machine from starting.","(Spin speed set to ""High"" and not(Door securely closed))-->(Always Prevent start)"
"From the next instance, if the load imbalance sensor detects an imbalance during the spin cycle, adjust the load and continue spinning.",(Load imbalance detected during spin)-->(from the next instance Adjust load and continue spinning)
"At any time, if the water pressure is too low and a wash cycle is in progress, display a ""Low Water Pressure"" warning.","(At any time Water pressure too low during wash)-->(Display ""Low Water Pressure"" warning)"
"Always, if the timer reaches the end of the selected wash cycle duration, automatically stop the washing machine.",(Timer reaches end of selected cycle duration)-->(Always Stop washing machine)
"From the next instance, if the fabric softener compartment is full and the machine is set for a cycle with softener, skip the softener dispensing step.",(Fabric softener compartment full and Cycle set with softener)-->(from the next instance Skip softener dispensing)
"At any time, if the door is locked and a user attempts to open it during a wash cycle, display a ""Wait for Cycle Completion"" message.","(At any time Door locked during wash)-->(Display ""Wait for Cycle Completion"" message)"
"Always, if the water level remains unchanged for 5 minutes during a fill cycle, stop filling and display a ""Water Inlet Issue"" message.","(Water level unchanged for 5 minutes during fill)-->(Always Stop filling and display ""Water Inlet Issue"" message)"
"From the next instance, if the door is closed and the user presses the ""Start"" button, initiate the selected wash cycle.","(Door closed and User presses ""Start"" button)-->(from the next instance Initiate selected wash cycle)"
"At any time, if the water drain pump malfunctions during the drain cycle, stop draining and display a ""Drain Pump Error"" message.","(At any time Drain pump malfunctions during drain cycle)-->(Stop draining and display ""Drain Pump Error"" message)"
"Always, if the user selects a delicate cycle and the load exceeds the recommended weight, display a ""Load Too Heavy"" message.","(User selects delicate cycle and Load exceeds recommended weight)-->(Always Display ""Load Too Heavy"" message)"
"From the next instance, if the temperature setting is ""Cold"" and the water heater malfunctions during the wash, proceed with the wash in cold water.","(Temperature setting is ""Cold"" and Water heater malfunctions during wash)-->(from the next instance Proceed with wash in cold water) "
"The water temperature is below 20°C, then the washing machine will display a ""Low Temperature"" warning.","(Water temperature < 20°C)-->(Display ""Low Temperature"" warning)"
The washing machine will activate the high-speed spin cycle only if the load is below 5 kilograms.,(Load < 5 kg)-->(Activate high-speed spin cycle)
"If the door is not securely closed, the washing machine will not initiate the wash cycle.",(not(Door securely closed))-->((not(Wash cycle))
The washing machine will pause the cycle if the unbalance sensor detects an imbalance exceeding 2 kilograms.,(Unbalance sensor detects imbalance > 2 kg)-->(Pause cycle)
The washing machine will automatically add extra rinse if the water hardness level exceeds 200 ppm (parts per million).,(Water hardness level > 200 ppm)-->(Add extra rinse)
The wheelchair will move forward only if the user pushes the joystick forward.,(User pushes joystick forward)-->(Move forward)
"If the battery level is below 20%, the wheelchair will activate a low battery alert.",(Battery level < 20%)-->(Activate low battery alert)
The wheelchair will not turn left if the left wheel is malfunctioning.,(not(Left wheel malfunctioning))-->(not(Turn left))
"If the user activates the emergency brake, the wheelchair will come to an immediate stop.",(Emergency brake activated)-->(Stop immediately)
The wheelchair will reverse only if the user pushes the joystick backward and the obstacle sensors detect no hindrance.,(User pushes joystick backward and No obstacle detected)-->(Reverse)
The wheelchair will tilt backward if the user adjusts the seat inclination.,(User adjusts seat inclination)-->(Tilt backward)
"If the wheelchair is in manual mode, the power-assist feature will be disabled.",(Wheelchair in manual mode)-->(not(Enable power-assist))
The wheelchair will activate the anti-tip wheels if it detects a potential tipping condition.,(Potential tipping condition detected)-->(Activate anti-tip wheels)
"If the user activates the speed limiter, the wheelchair's maximum speed will be restricted.",(Speed limiter activated)-->(Restrict maximum speed)
The wheelchair will not ascend a ramp if the slope exceeds a 15-degree incline.,(Ramp slope > 15 degrees)-->(not(Ascend ramp))
"If the user engages the power-assist feature, the wheelchair's speed will increase.",(Power-assist feature engaged)-->(Increase speed)
The wheelchair will not activate the seat elevation if the lift mechanism is malfunctioning.,(not(Lift mechanism malfunctioning)-->(not(Activate seat elevation))
"If the wheelchair is in autonomous mode, it will navigate toward a specified destination using obstacle avoidance algorithms.",(Wheelchair in autonomous mode)-->(Navigate to specified destination with obstacle avoidance)
The wheelchair will initiate a left turn only if the user pushes the left turn button.,(User pushes left turn button)-->(Initiate left turn)
"If the wheelchair detects a low tire pressure, it will activate the tire pressure monitoring system.",(Low tire pressure detected)-->(Activate tire pressure monitoring system)
The wheelchair will not lower the footrests if the footrest lowering mechanism is not functioning properly.,(not(Footrest lowering mechanism malfunctioning))-->(not(Lower footrests))
"If the user activates the obstacle avoidance mode, the wheelchair will autonomously navigate around obstacles.",(Obstacle avoidance mode activated)-->(Autonomously navigate around obstacles)
The wheelchair will not move if the user is not seated and the seat occupancy sensor is not triggered.,(not(User seated and Seat occupancy sensor triggered)-->(not(Move))
"If the wheelchair is in a folded position, it will not respond to movement commands from the user.",(Wheelchair in folded position)-->(not(Respond to movement commands))
"If the battery level is below 20%, the electric scooter will display a low battery warning.","(Battery level < 20%)-->(Display ""Low Battery"" warning)"
The electric scooter will only engage the motor if the kickstand is retracted.,(not(Kickstand retracted))-->(not(Engage motor))
"If the scooter is in ""Eco"" mode, it will limit the maximum speed to 15 mph.","(Scooter in ""Eco"" mode)-->(Maximum speed = 15 mph)"
The scooter will activate regenerative braking when the brake lever is engaged.,(Brake lever engaged)-->(Activate regenerative braking)
"If the scooter is tilted more than 30 degrees, the anti-tipping mechanism will engage.",(Tilt angle > 30 degrees)-->(Engage anti-tipping mechanism)
The scooter will sound an alarm if an attempt is made to start it without the proper key.,(Improper key detected)-->(Sound alarm)
The scooter will initiate cruise control only when the speed is above 5 mph and the throttle is held steady for 5 seconds.,(Speed > 5 mph and Throttle steady for 5 seconds)-->(Initiate cruise control)
"If the scooter is in ""Sport"" mode, it will provide a 20% boost in acceleration.","(Scooter in ""Sport"" mode)-->(Acceleration boost = 20%)"
The scooter will disable the motor when the brake lever is engaged and the kickstand is down.,(Brake lever engaged and Kickstand down)-->(not(Engage motor))
"If the scooter is in ""Reverse"" mode, the motor will operate in the opposite direction.","(Scooter in ""Reverse"" mode)-->(Motor operates in opposite direction)"
"The scooter will display a ""Charging Complete"" message when the battery charge reaches 100%.","(Battery charge = 100%)-->(Display ""Charging Complete"" message)"
"If the scooter detects a malfunction in the brake system, it will disable the motor to ensure safety.",(Brake system malfunction detected)-->(not(Engage motor))
The scooter will engage the headlight and taillight automatically when ambient light is below a certain threshold of 50 lux.,(Ambient light < 50 lux)-->(Engage headlight and taillight)
"If the scooter is in ""Park"" mode, the motor will not respond to throttle inputs.","(Scooter in ""Park"" mode)-->(not(Motor responds to throttle))"
